pt vn ptErr vnErr
------------------------
pion	v2	cent0
0.519999981	-0.002139000	0.001200202	0.000700000
0.699999988	-0.000613000	0.001200015	0.000500000
0.899999976	0.005830000	0.001201499	0.000500000
1.100000024	0.014450000	0.001408013	0.000500000
1.299999952	0.023770001	0.001619413	0.000500000
1.500000000	0.036200002	0.002137756	0.000600000
1.690000057	0.047100000	0.002549510	0.000800000
1.889999986	0.059000000	0.003059412	0.001000000
2.089999914	0.067000002	0.003471311	0.001200000
2.289999962	0.076399997	0.004079216	0.001500000
2.490000010	0.086099997	0.004100000	0.002000000
2.690000057	0.087300003	0.004100000	0.002500000
2.890000105	0.094300002	0.005099020	0.003200000
3.200000048	0.104599997	0.005119571	0.005000000
3.700000048	0.106600001	0.005119571	0.009000000
------------------------
proton	v4	cent0
0.519999981	0.000489000	0.001200282	0.001800000
0.699999988	-0.002010000	0.001404315	0.001300000
0.899999976	0.001690000	0.001303112	0.001100000
1.100000024	0.007500000	0.002039608	0.001200000
1.299999952	0.015500000	0.003298484	0.001300000
1.500000000	0.024100000	0.004205948	0.001500000
1.690000057	0.034699999	0.006264184	0.001900000
1.889999986	0.041900001	0.007337575	0.002300000
2.089999914	0.048300002	0.008381528	0.002900000
2.289999962	0.058800001	0.009518928	0.004000000
2.490000010	0.067199998	0.011543396	0.005000000
2.690000057	0.068000004	0.011704700	0.006000000
2.890000105	0.068999998	0.011704700	0.008000000
3.200000048	0.083999999	0.013601471	0.012000000
3.700000048	0.101999998	0.016763056	0.022000000
------------------------
proton	v2	cent1
0.519999981	0.006770000	0.005000250	0.000400000
0.699999988	0.016060000	0.005001690	0.000260000
0.899999976	0.031649999	0.005006246	0.000230000
1.100000024	0.051229998	0.006013318	0.000240000
1.299999952	0.071580000	0.006029925	0.000270000
1.500000000	0.092390001	0.006040696	0.000320000
1.690000057	0.110900000	0.006067125	0.000400000
1.889999986	0.127100006	0.007071068	0.000500000
2.089999914	0.141599998	0.007085902	0.000600000
2.289999962	0.152199998	0.007102112	0.000800000
2.490000010	0.162699997	0.007119691	0.001000000
2.690000057	0.170900002	0.008121576	0.001200000
2.890000105	0.174899995	0.008121576	0.001600000
3.200000048	0.176300004	0.008121576	0.002300000
3.700000048	0.174799994	0.008121576	0.004000000
------------------------
proton	v3	cent1
0.519999981	0.000322000	0.000800010	0.000900000
0.699999988	0.003280000	0.000800999	0.000600000
0.899999976	0.010540000	0.001008415	0.000500000
1.100000024	0.020380000	0.001519079	0.000600000
1.299999952	0.031300001	0.002039608	0.000600000
1.500000000	0.044599999	0.002844292	0.000700000
1.690000057	0.057900000	0.004060788	0.000900000
1.889999986	0.070900001	0.004100000	0.001100000
2.089999914	0.079400003	0.005099020	0.001400000
2.289999962	0.093199998	0.006100000	0.001800000
2.490000010	0.097499996	0.006118823	0.002200000
2.690000057	0.103500001	0.006118823	0.002800000
2.890000105	0.111800000	0.007119691	0.004000000
3.200000048	0.120200001	0.007138628	0.005000000
3.700000048	0.114900000	0.007138628	0.010000000
------------------------
proton	v4	cent1
0.519999981	-0.000765000	0.002300105	0.002200000
0.699999988	0.003920000	0.003102322	0.001500000
0.899999976	0.007150000	0.004005509	0.001400000
1.100000024	0.012900000	0.006013318	0.001400000
1.299999952	0.025800001	0.009035485	0.001600000
1.500000000	0.034699999	0.011045361	0.001900000
1.690000057	0.049899999	0.015074814	0.002300000
1.889999986	0.057000000	0.015096026	0.002800000
2.089999914	0.073200002	0.019126944	0.004000000
2.289999962	0.079400003	0.019138703	0.005000000
2.490000010	0.089500003	0.021160340	0.006000000
2.690000057	0.093000002	0.021172859	0.007000000
2.890000105	0.100500003	0.022203602	0.009000000
3.200000048	0.083499998	0.018172780	0.014000000
3.700000048	0.130999997	0.027294688	0.025000000
------------------------
proton	v2	cent2
0.519999981	0.014600000	0.001901289	0.000400000
0.699999988	0.028740000	0.002005617	0.000290000
0.899999976	0.050190002	0.002314649	0.000260000
1.100000024	0.076569997	0.002828427	0.000270000
1.299999952	0.102899998	0.003436568	0.000300000
1.500000000	0.128399998	0.004060788	0.000400000
1.690000057	0.151400000	0.005063596	0.000400000
1.889999986	0.172299996	0.005080354	0.000500000
2.089999914	0.189300001	0.006082762	0.000700000
2.289999962	0.202900007	0.006082762	0.000900000
2.490000010	0.214000002	0.006100000	0.001100000
2.690000057	0.222700000	0.006100000	0.001400000
2.890000105	0.231299996	0.007102112	0.001700000
3.200000048	0.230000004	0.007102112	0.002400000
3.710000038	0.226600006	0.007102112	0.004000000
------------------------
proton	v3	cent2
0.519999981	0.003610000	0.001201499	0.001100000
0.699999988	0.006830000	0.001303840	0.000800000
0.899999976	0.014130000	0.001714176	0.000700000
1.100000024	0.027000001	0.002729469	0.000700000
1.299999952	0.038899999	0.004044750	0.000800000
1.500000000	0.052400000	0.005063596	0.001000000
1.690000057	0.065200001	0.006082762	0.001200000
1.889999986	0.078599997	0.007102112	0.001500000
2.089999914	0.089100003	0.008121576	0.001800000
2.289999962	0.102300003	0.009141115	0.002300000
2.490000010	0.106500000	0.010127191	0.003000000
2.690000057	0.118400000	0.011146300	0.004000000
2.890000105	0.128600001	0.012165525	0.005000000
3.200000048	0.130999997	0.012165525	0.007000000
3.710000038	0.139799997	0.013168523	0.012000000
------------------------
proton	v4	cent2
0.519999981	0.002300000	0.003101032	0.002900000
0.699999988	0.003730000	0.003502799	0.002000000
0.899999976	0.011700000	0.007011419	0.001800000
1.100000024	0.020800000	0.010031949	0.001900000
1.299999952	0.034000002	0.015047924	0.002100000
1.500000000	0.047400001	0.019075900	0.002500000
1.690000057	0.061799999	0.023114715	0.003100000
1.889999986	0.073600002	0.026139816	0.004000000
2.089999914	0.090899996	0.031175150	0.005000000
2.289999962	0.092799999	0.030192051	0.006000000
2.490000010	0.115999997	0.040199503	0.008000000
2.690000057	0.126000002	0.040311288	0.010000000
2.890000105	0.115000002	0.040199503	0.013000000
3.200000048	0.116999999	0.040199503	0.017999999
3.710000038	0.152999997	0.050358716	0.032000002
------------------------
proton	v2	cent3
0.519999981	0.023019999	0.001802776	0.000500000
0.699999988	0.041639999	0.002106870	0.000350000
0.899999976	0.067440003	0.002615033	0.000320000
1.100000024	0.096850000	0.003324154	0.000340000
1.299999952	0.127399996	0.004031129	0.000400000
1.490000010	0.155699998	0.005048762	0.000500000
1.690000057	0.180899993	0.005063596	0.000600000
1.889999986	0.202600002	0.006053098	0.000700000
2.089999914	0.219799995	0.007057620	0.000900000
2.289999962	0.235100001	0.007071068	0.001100000
2.490000010	0.245900005	0.007071068	0.001400000
2.690000057	0.257699996	0.008075272	0.001800000
2.890000105	0.263300002	0.008075272	0.002200000
3.200000048	0.264200002	0.008075272	0.003100000
3.710000038	0.268900007	0.008075272	0.005000000
------------------------
proton	v3	cent3
0.519999981	0.007290000	0.001905912	0.001600000
0.699999988	0.009360000	0.002009005	0.001100000
0.899999976	0.018400000	0.002630589	0.001000000
1.100000024	0.030300001	0.004044750	0.001000000
1.299999952	0.045699999	0.005080354	0.001200000
1.490000010	0.054699998	0.006100000	0.001400000
1.690000057	0.071900003	0.008139411	0.001700000
1.889999986	0.083800003	0.009159148	0.002200000
2.089999914	0.097000003	0.011180339	0.002700000
2.289999962	0.099299997	0.011180339	0.003500000
2.490000010	0.113600001	0.012218429	0.004000000
2.690000057	0.118600003	0.013219682	0.006000000
2.890000105	0.115099996	0.013201894	0.007000000
3.200000048	0.137099996	0.015259095	0.010000000
3.710000038	0.123199999	0.013238203	0.017000001
------------------------
proton	v4	cent3
0.519999981	0.003110000	0.003402485	0.004000000
0.699999988	0.004780000	0.004004997	0.003000000
0.899999976	0.015200000	0.008022469	0.002800000
1.100000024	0.030300001	0.015056228	0.002900000
1.299999952	0.040600002	0.018080099	0.003300000
1.490000010	0.058100000	0.024129856	0.004000000
1.690000057	0.069499999	0.027166156	0.005000000
1.889999986	0.070000000	0.026172506	0.006000000
2.089999914	0.097000003	0.034234487	0.008000000
2.289999962	0.105999999	0.040311288	0.010000000
2.490000010	0.123999998	0.040311288	0.012000000
2.690000057	0.126000002	0.040311288	0.015000000
2.890000105	0.147000000	0.050358716	0.020000000
3.200000048	0.150000006	0.050358716	0.027000001
3.710000038	0.123000003	0.040311288	0.050000001
------------------------
proton	v2	cent4
0.519999981	0.031319998	0.001609006	0.000700000
0.699999988	0.053350002	0.002118584	0.000500000
0.899999976	0.082199998	0.002828427	0.000400000
1.100000024	0.113499999	0.004044750	0.000500000
1.299999952	0.145600006	0.005063596	0.000500000
1.490000010	0.174199998	0.006067125	0.000700000
1.690000057	0.199000001	0.006100000	0.000800000
1.889999986	0.220799997	0.007102112	0.001000000
2.089999914	0.241300002	0.008104937	0.001300000
2.289999962	0.252400011	0.008104937	0.001700000
2.490000010	0.262600005	0.008121576	0.002100000
2.690000057	0.268599987	0.008121576	0.002600000
2.890000105	0.280600011	0.009124143	0.003300000
3.200000048	0.275099993	0.009124143	0.004000000
3.710000038	0.285699993	0.009124143	0.008000000
------------------------
proton	v3	cent4
0.519999981	0.005190000	0.002406741	0.002400000
0.699999988	0.013200000	0.003140064	0.001700000
0.899999976	0.020400001	0.004060788	0.001600000
1.100000024	0.036300000	0.006139218	0.001700000
1.299999952	0.050099999	0.008178632	0.001900000
1.490000010	0.062500000	0.010239141	0.002300000
1.690000057	0.070500001	0.011258774	0.002900000
1.889999986	0.089000002	0.014339108	0.004000000
2.089999914	0.095299996	0.015358711	0.005000000
2.289999962	0.098899998	0.016357264	0.006000000
2.490000010	0.109999999	0.017464250	0.007000000
2.690000057	0.119999997	0.019416487	0.009000000
2.890000105	0.112000003	0.018439088	0.012000000
3.200000048	0.125000000	0.020396078	0.016000001
3.710000038	0.116999999	0.019416487	0.028000001
------------------------
proton	v4	cent4
0.519999981	0.010500000	0.009079647	0.009000000
0.699999988	0.016899999	0.010178899	0.006000000
0.899999976	0.024200000	0.012300001	0.006000000
1.100000024	0.039000001	0.016492423	0.006000000
1.299999952	0.050999999	0.019924859	0.007000000
1.490000010	0.074000001	0.027202941	0.009000000
1.690000057	0.086999997	0.030675722	0.011000000
1.889999986	0.104999997	0.036055513	0.014000000
2.089999914	0.109999999	0.037000000	0.017000001
2.289999962	0.122000001	0.042379238	0.022000000
2.490000010	0.145999998	0.052497622	0.028000001
2.690000057	0.138999999	0.043081317	0.035000000
2.890000105	0.180999994	0.063245550	0.039999999
3.200000048	0.136000007	0.042720016	0.059999999
3.710000038	0.226999998	0.074672617	0.109999999
------------------------
proton	v2	cent5
0.519999981	0.035969999	0.001609006	0.001100000
0.699999988	0.060600001	0.002417458	0.000800000
0.899999976	0.091399997	0.003423449	0.000700000
1.100000024	0.124600001	0.005035871	0.000800000
1.299999952	0.156000003	0.006053098	0.000900000
1.490000010	0.182999998	0.007057620	0.001100000
1.690000057	0.208299994	0.008062258	0.001400000
1.889999986	0.225600004	0.008075272	0.001800000
2.089999914	0.242500007	0.009079647	0.002300000
2.289999962	0.260199994	0.009093404	0.002900000
2.490000010	0.266999990	0.010084146	0.004000000
2.690000057	0.272100002	0.010084146	0.005000000
2.890000105	0.271699995	0.010084146	0.006000000
3.200000048	0.276899993	0.010084146	0.008000000
3.710000038	0.279700011	0.010084146	0.014000000
------------------------
proton	v3	cent5
0.519999981	0.008400000	0.006020797	0.004000000
0.699999988	0.012500000	0.006040696	0.002800000
0.899999976	0.019900000	0.007085902	0.002700000
1.100000024	0.035300002	0.010178899	0.003000000
1.299999952	0.046200000	0.013238203	0.003500000
1.490000010	0.047200002	0.013257451	0.004000000
1.690000057	0.061299998	0.016357264	0.005000000
1.889999986	0.090000004	0.023537206	0.007000000
2.089999914	0.072999999	0.019416487	0.009000000
2.289999962	0.092000000	0.024515303	0.011000000
2.490000010	0.105999999	0.027658634	0.014000000
2.690000057	0.107000001	0.027658634	0.017999999
2.890000105	0.100000001	0.026476406	0.022000000
3.200000048	0.090999998	0.023537206	0.029999999
3.710000038	0.014000000	0.006053098	0.050000001
------------------------
